userId,unixTime,latitude,longitude,speed
hanFinal,1634534906406.0,-31.9463726,115.861274,0.0
hanFinal,1634534966441.0,-31.9463722,115.861268,0.0
hanFinal,1634535046669.0,-31.9463744,115.8613041,0.0
hanFinal,1634535114166.0,-31.9463761,115.8612919,0.0
hanFinal,1634535196087.0,-31.9463795,115.8612914,0.0
hanFinal,1634535257896.0,-31.9463775,115.8612638,0.0
hanFinal,1634535338157.0,-31.946375,115.8612829,0.0
hanFinal,1634535404873.0,-31.9463752,115.8612703,0.0
hanFinal,1634535485182.0,-31.9463652,115.8612709,0.0
hanFinal,1634535829326.0,-31.9463557,115.8612556,0.0
